% Arquivo ARFF IA - JORGE NUNES -  A arte de programar em java %
@relation ReclamacoesDoConsumidor
@attribute regiao                 {CO, N, NE, S, SE}
@attribute sexo                   {M, F}
@attribute faixaEtaria            {até-20-anos, entre-21-a-30-anos, entre-31-a-40-anos, entre-41-a-50-anos, entre-51-a-60-anos, entre-61-a-70-anos, mais-de-70-anos}
@attribute tempoResposta          NUMERIC
@attribute nomeFantasia           {Banco-Votorantim, Bradesco-AutoRE, Aliança-do-Brasil, American-Express-Amex, Americanas-Viagens, Americanas.com, AOC, Ativos-S.A, Amil, Atlas-Eletrodomésticos, Avianca-Oceanair, Banco-BMG, Banco-Bradesco, Banco-Cifra, Banco-do-Brasil, Banco-Fiat, Banco-Itaú-Unibanco, Banco-Pan-(Panamericano), Banco-Santander, Banco-Santander-Cartões, Banco Votorantim, BB-Consórcios, BIG, Bradescard, Bradesco-Auto/RE, Bradesco-Cartões, Bradesco-Consórcio, Bradesco-Financiamentos, Bradesco-Promotora,  Bradesco-Saúde, Bradesco-Seguros, Bradesco-Vida-e-Previdência, Brasilprev-Seguros-e-Previdência, Brastemp, BV-Financeira, BV-Leasing, Caixa-Capitalização, Caixa-Consórcios, Caixa-Econômica-Federal, Caixa-Previdência, Caixa-Seguros, Cardif-Seguros-e-Garantias, Carrefour, Cartão-Carrefour, Cartão-Quero-Quero-VerdeCard, Cartão-Submarino, Casas-Bahia, Casasbahia.com, Centauro, Centauro.com.br, City-Lar, Claro-Celular, Claro-Fixo-Embratel, Claro-TV, Compra-Certa, Consórcio-Fiat, Consul, CPFL-Energia, Credicard, Credipar, Decolar.com, Dental-Uni, Drogasil, Eletro-Shopping, Extra, Extra.com, Financeira-Itaú-Americanas, Garantec, Girafa-Comércio-Eletrônico, Gol-Linhas-Aéreas, GVT, Hiper-Bompreço, Hipercard, HSBC, Ingresso.com, Insinuante, Intelig, Itaú-BMG-Consignado, Itaú-Consórcio, Itaú-Seguros, Itaú-Seguros-Auto-e-Residência, Itaú-Unibanco-Consignado, Itaú-Unibanco-Crédito-Imobiliário, Itaucard, Itauleasing, KaBuM!, Komeco, Latina-Eletrodomésticos, LG-Electronics, Lojas-Americanas, Lojas-Colombo, Lojas-Colombo.com, Lojas-Quero-Quero, Losango, Luizacred, Luizaseg, Magazine-Luiza, Magazineluiza.com, Mapfre-Seguros, Moip, Nacional, Netfarma, Novo-Mundo, O-Boticário, Odontoprev, Oi-Celular, Oi-Fixo, Oi-Paggo-Administradora-de-Crédito, Ourocard, Panvel-Farmácias, Pão-de-Açúcar, Philips-Áudio-e-Vídeo, Philips-TV-e-Monitores, Philips-Walita-Avent-Saeco-e-Sonicare, Polishop, Polishop.com.br, Ponto-Frio, Pontofrio.com, Portal-Terra, Purificador-de-Água-Brastemp, Recovery-do-Brasil-Consultoria, RGE-Rio-Grande-Energia, Ricardo-Eletro, Ricardo-Eletro.com, Sam´s-Club, Samsung, Santander-Financiamentos, Senff, Serasa-Experian, Shoptime, SKY, Smiles, Sou-barato, Submarino, Submarino-Viagens, SuperMuffato.com, Tam, Tim, Unimed-Paulistana, ViajaNet, Vivo-Telefônica, Walmart, Walmart.com, Wine, Yasuda-Marítima-Seguros}
@attribute segmentodeMercado      {Fabricantes-Eletroeletrônicos-Produtos-de-Telefonia-e-Informática, Fabricantes-Linha-Branca, Administradoras-de-Consórcios, Agências-de-Viagens, Artigos-Esportivos, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Bancos-de-Dados-e-Cadastros-de-Consumidores, Bancos, Bancos-Financeiras-e-Administradoras-de-Cartão, Financeiras-e-Administradoras-de-Cartão, Comércio-Eletrônico, Corretoras-e-Sociedades-de-Seguros, Capitalização-e-Previdência, Empresas-de-Pagamento-Online, Empresas-de-Recuperação-de-Crédito, Energia-Elétrica-Gás-Água-e-Esgoto, Fabricantes-Eletroeletrônicos,  Produtos-de-Telefonia-e-Informática, Fabricantes-Eletroportáteis-e-Artigos-de-Uso-Doméstico-e-Pessoal, Fabricantes-Linha Branca, Farmácias, Operadoras-de-Planos-de-Saúde-e-Administradoras-de-Benefícios, Operadoras-de-Telecomunicações-(Telefonia-Internet-TV-por-assinatura), Perfumaria-Cosméticos-e-Higiene-Pessoal, Programas-de-Fidelidade, Provedores-de-Conteúdo-e-Outros-Serviços-de-Informação-na-Internet, Supermercados, Transporte-Aéreo, Varejo}
@attribute grupoProblema          {Atendimento-SAC, Cobrança-Contestação, Contrato-Oferta, Entrega-do-Produto, Informação, Saúde-e-Segurança, Vício-de-Qualidade}
@attribute comoComprouContratou   {Não-comprei-contratei, Internet, Telefone, Domicílio, Loja-física, Ganhei-de-presente, Catálogo, Stand, Stand-feiras-e-eventos}
@attribute procurouEmpresa        {S, N}
@attribute respondida             {S, N}
@attribute avaliacaoReclamacao    {Resolvida, Não-Resolvida}

@data
NE, M, entre-21-a-30-anos, 6, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Atendimento-SAC, Não-comprei-contratei, S, S, Resolvida
NE, M, entre-21-a-30-anos, 3, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, N, S, Resolvida
SE, F, entre-31-a-40-anos, 6, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Resolvida
S, M, entre-21-a-30-anos, 5, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Loja-física, S, S, Resolvida
SE, F, entre-21-a-30-anos, 6, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Não-comprei-contratei, S, S, Resolvida
S, F, entre-41-a-50-anos, 8, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Resolvida
SE, M, entre-41-a-50-anos, 8, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Não-Resolvida
SE, M, mais-de-70-anos, 8, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Resolvida
SE, M, entre-21-a-30-anos, 10, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Não-Resolvida
S, M, entre-41-a-50-anos, 9, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Atendimento-SAC, Não-comprei-contratei, S, S, Não-Resolvida
S, M, entre-31-a-40-anos, 10, Caixa-Econômica-Federal, Bancos-Financeiras-e-Administradoras-de-Cartão, Atendimento-SAC, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 10, Caixa-Previdência, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
NE, F, entre-21-a-30-anos, 8, Caixa-Previdência, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Cobrança-Contestação, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 5, Caixa-Previdência, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Cobrança-Contestação, Loja-física, S, S, Resolvida
S, M, entre-31-a-40-anos, 9, Caixa-Seguros, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, M, entre-41-a-50-anos, 5, Caixa-Seguros, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Internet, S, S, Resolvida
NE, F, entre-41-a-50-anos, 7, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, M, entre-31-a-40-anos, 1, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Atendimento-SAC, Loja-física, S, S, Resolvida
NE, M, entre-21-a-30-anos, 5, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Cobrança-Contestação, Loja-física, S, S, Resolvida
SE, F, entre-31-a-40-anos, 2, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Cobrança-Contestação, Loja-física, S, S, Não-Resolvida
NE, F, entre-31-a-40-anos, 1, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Atendimento-SAC, Loja-física, S, S, Não-Resolvida
NE, F, entre-31-a-40-anos, 1, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Atendimento-SAC, Loja-física, S, S, Não-Resolvida
NE, F, entre-41-a-50-anos, 6, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, F, entre-51-a-60-anos, 6, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
NE, F, entre-21-a-30-anos, 3, Cardif-Seguros-e-Garantias, Corretoras-e-Sociedades-de-Seguros-Capitalização-e-Previdência, Atendimento-SAC, Internet, S, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 8, Carrefour, Supermercados, Saúde-e-Segurança, Loja-física, S, S, Não-Resolvida
S, M, entre-41-a-50-anos, 10, Carrefour, Supermercados, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
SE, M, entre-41-a-50-anos, 10, Carrefour, Supermercados, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Telefone, S, S, Resolvida
SE, M, entre-21-a-30-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Internet, S, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Ganhei-de-presente, S, S, Resolvida
SE, M, entre-61-a-70-anos, 10, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Resolvida
SE, M, entre-51-a-60-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Resolvida
S, F, entre-51-a-60-anos, 10, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Telefone, S, S, Resolvida
S, M, entre-31-a-40-anos, 8, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Atendimento-SAC, Loja-física, S, S, Resolvida
S, F, entre-21-a-30-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Resolvida
NE, F, entre-21-a-30-anos, 10, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Telefone, N, S, Resolvida
SE, M, entre-21-a-30-anos, 3, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Resolvida
NE, F, até-20-anos, 2, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, N, S, Resolvida
S, M, entre-31-a-40-anos, 6, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Resolvida
CO, F, entre-61-a-70-anos, 10, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 7, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Não-comprei-contratei, S, S, Resolvida
SE, F, entre-31-a-40-anos, 9, Cartão-Carrefour, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Telefone, S, S, Não-Resolvida
S, M, entre-21-a-30-anos, 9, Cartão-Quero-Quero-VerdeCard, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Loja-física, S, S, Resolvida
CO, F, entre-31-a-40-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Resolvida
SE, M, entre-41-a-50-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Atendimento-SAC, Internet, S, S, Resolvida
SE, M, entre-41-a-50-anos, 2, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Resolvida
N, M, entre-21-a-30-anos, 9, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Não-comprei-contratei, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Resolvida
SE, F, entre-61-a-70-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Não-Resolvida
S, F, entre-31-a-40-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Não-Resolvida
NE, M, entre-21-a-30-anos, 4, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 2, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Resolvida
NE, M, entre-21-a-30-anos, 0, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Não-Resolvida
S, M, entre-21-a-30-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Telefone, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 8, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Não-Resolvida
SE, M, até-20-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 2, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Vício-de-Qualidade, Internet, S, S, Não-Resolvida
NE, M, entre-31-a-40-anos, 6, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Telefone, S, S, Não-Resolvida
SE, F, entre-41-a-50-anos, 9, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, N, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 1, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Não-Resolvida
S, M, entre-31-a-40-anos, 7, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Cobrança-Contestação, Internet, S, S, Resolvida
SE, M, entre-41-a-50-anos, 9, Cartão-Submarino, Bancos-Financeiras-e-Administradoras-de-Cartão, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 4, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
NE, M, entre-21-a-30-anos, 5, Casas-Bahia, Varejo, Vício-de-Qualidade, Loja-física, S, S, Resolvida
NE, F, entre-21-a-30-anos, 10, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Não-Resolvida
SE, F, entre-51-a-60-anos, 8, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Não-Resolvida
SE, M, entre-41-a-50-anos, 10, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 1, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, F, entre-31-a-40-anos, 10, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
S, F, entre-21-a-30-anos, 7, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-21-a-30-anos, 5, Casas-Bahia, Varejo, Atendimento-SAC, Loja-física, S, S, Resolvida
SE, M, entre-31-a-40-anos, 7, Casas-Bahia, Varejo, Vício-de-Qualidade, Loja-física, S, S, Resolvida
NE, F, entre-31-a-40-anos, 5, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 3, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-21-a-30-anos, 7, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, M, entre-51-a-60-anos, 10, Casas-Bahia, Varejo, Atendimento-SAC, Loja-física, S, S, Não-Resolvida
CO, M, entre-21-a-30-anos, 7, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
SE, F, entre-61-a-70-anos, 4, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-41-a-50-anos, 3, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-21-a-30-anos, 9, Casas-Bahia, Varejo, Cobrança-Contestação, Ganhei-de-presente, N, S, Resolvida
SE, M, entre-21-a-30-anos, 4, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, F, entre-21-a-30-anos, 7, Casas-Bahia, Varejo, Vício-de-Qualidade, Loja-física, S, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 10, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
NE, M, entre-21-a-30-anos, 9, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 2, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
CO, F, entre-21-a-30-anos, 9, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, M, entre-21-a-30-anos, 0, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, N, Não-Resolvida
S, F, entre-21-a-30-anos, 8, Casas-Bahia, Varejo, Atendimento-SAC, Ganhei-de-presente, S, S, Resolvida
NE, M, entre-31-a-40-anos, 9, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 3, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-31-a-40-anos, 1, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
CO, M, entre-31-a-40-anos, 0, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-41-a-50-anos, 4, Casas-Bahia, Varejo, Entrega-do-Produto, Loja-física, S, S, Resolvida
SE, F, entre-31-a-40-anos, 10, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
NE, M, entre-21-a-30-anos, 8, Casas-Bahia, Varejo, Vício-de-Qualidade, Loja-física, S, S, Resolvida
SE, M, entre-31-a-40-anos, 7, Casas-Bahia, Varejo, Atendimento-SAC, Loja-física, S, S, Não-Resolvida
SE, M, entre-51-a-60-anos, 5, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, M, entre-51-a-60-anos, 5, Casas-Bahia, Varejo, Contrato-Oferta, Loja-física, S, S, Resolvida
SE, M, entre-31-a-40-anos, 9, Casas-Bahia, Varejo, Cobrança-Contestação, Loja-física, S, S, Resolvida
SE, F, entre-31-a-40-anos, 1, Casas-Bahia, Varejo, Vício-de-Qualidade, Loja-física, S, S, Resolvida
SE, M, entre-41-a-50-anos, 10, Casasbahia.com, Comércio-Eletrônico, Atendimento-SAC, Internet, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Não-Resolvida
NE, M, entre-31-a-40-anos, 9, Casasbahia.com, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Resolvida
SE, M, entre-31-a-40-anos, 9, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Vício-de-Qualidade, Internet, S, S, Resolvida
S, M, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Não-Resolvida
NE, F, entre-31-a-40-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-21-a-30-anos, 7, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
NE, F, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
S, M, entre-31-a-40-anos, 9, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
N, M, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Atendimento-SAC, Internet, S, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 9, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
SE, M, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
CO, F, entre-41-a-50-anos, 10, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-21-a-30-anos, 6, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
NE, F, entre-51-a-60-anos, 10, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, M, entre-21-a-30-anos, 4, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-31-a-40-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, N, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Não-Resolvida
SE, M, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
NE, F, entre-21-a-30-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
S, F, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
CO, M, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
S, M, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Resolvida
S, F, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Não-Resolvida
SE, F, entre-31-a-40-anos, 4, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
CO, F, entre-31-a-40-anos, 10, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-41-a-50-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, F, entre-31-a-40-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Telefone, S, S, Não-Resolvida
SE, M, entre-41-a-50-anos, 9, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, M, entre-41-a-50-anos, 6, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, F, entre-21-a-30-anos, 10, Casasbahia.com, Comércio-Eletrônico, Atendimento-SAC, Não-comprei-contratei, S, S, Não-Resolvida
NE, M, entre-31-a-40-anos, 4, Casasbahia.com, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
NE, M, entre-21-a-30-anos, 6, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
CO, F, entre-41-a-50-anos, 8, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, F, entre-31-a-40-anos, 8, Casasbahia.com, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Não-Resolvida
S, M, entre-41-a-50-anos, 10, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
NE, F, entre-31-a-40-anos, 7, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 6, Casasbahia.com, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
CO, F, entre-21-a-30-anos, 0, Centauro, Artigos-Esportivos, Atendimento-SAC, Loja-física, S, S, Resolvida
SE, M, entre-31-a-40-anos, 10, Centauro.com.br, Comércio-Eletrônico, Vício-de-Qualidade, Internet, S, S, Resolvida
SE, F, entre-21-a-30-anos, 5, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
NE, M, entre-21-a-30-anos, 10, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
NE, M, até-20-anos, 7, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-31-a-40-anos, 5, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
S, F, até-20-anos, 7, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
SE, M, entre-31-a-40-anos, 10, Centauro.com.br, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Não-Resolvida
SE, F, entre-21-a-30-anos, 4, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Resolvida
S, M, entre-31-a-40-anos, 10, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
NE, M, entre-41-a-50-anos, 10, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, F, entre-31-a-40-anos, 10, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
CO, M, entre-21-a-30-anos, 6, Centauro.com.br, Comércio-Eletrônico, Contrato-Oferta, Internet, S, S, Resolvida
N, M, entre-21-a-30-anos, 10, Centauro.com.br, Comércio-Eletrônico, Entrega-do-Produto, Internet, S, S, Não-Resolvida
SE, F, entre-51-a-60-anos, 8, Centauro.com.br, Comércio-Eletrônico, Cobrança-Contestação, Internet, S, S, Resolvida
